"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.scaled","receptor.scaled","weight_sc","consensus_rank"
"3","2","TIMP1","TIMP1","CD63","CD63",1,1,1.6781031378188,0.241564960247591,0.959834049033198,1347
"4","6","BTC","BTC","ERBB3","ERBB3",0.958904109589041,0.261363636363636,0.271506527154829,1.64790600596743,0.959706266561128,1348
"1","6","EFNB2","EFNB2","EPHA3","EPHA3",0.945205479452055,0.110169491525424,-0.15366183183128,2.07295004275206,0.959644105460392,1349
"7","1","ADAMTS3","ADAMTS3","CCBE1","CCBE1",0.533898305084746,0.938461538461538,1.71209875811845,0.207150190112692,0.959624474115573,1350
"4","6","EGF","EGF","ERBB3","ERBB3",0.958904109589041,0.886363636363636,0.271168741346974,1.64790600596743,0.9595373736572,1351
"7","4","LPL","LPL","LRP2","LRP2",0.954545454545455,1,1.30203052877754,0.615520203128712,0.958775365953128,1352
"0","3","BCAN","BCAN","NRCAM","NRCAM",1,0.916279069767442,0.819196595141515,1.09807540998084,0.958636002561179,1353
"5","6","TNC","TNC","ITGA9_ITGB1","ITGA9",0.684931506849315,1,1.56814031135561,0.349072130280528,0.95860622081807,1354
"4","2","RSPO1","RSPO1","LGR6","LGR6",0.571428571428571,0.761363636363636,0.865219667124219,1.05183551739033,0.958527592257274,1355
"7","2","LAMC1","LAMC1","ITGA2_ITGB1","ITGB1",0.9375,0.984615384615385,1.84328209519535,0.0729865732061993,0.958134334200776,1356
"8","1","EFNB2","EFNB2","EPHB4","EPHB4",0.652542372881356,0.8,1.03935590666294,0.876901321034971,0.958128613848957,1357
"7","0","LAMC1","LAMC1","DAG1","DAG1",0.930232558139535,0.984615384615385,1.84328209519535,0.0725331332485598,0.957907614221956,1358
"6","5","HMGB1","HMGB1","CXCR4","CXCR4",0.453333333333333,1,0.996324682987615,0.919297518985363,0.957811100986489,1359
"0","7","WNT11","WNT11","FZD6","FZD6",0.923076923076923,0.232558139534884,0.0195524410552306,1.8958226027357,0.957687521895463,1360
"5","5","C3","C3","CD19","CD19",0.346666666666667,1,2.08480732526936,-0.169724843878922,0.957541240695219,1361
"7","6","EFNB2","EFNB2","EPHA3","EPHA3",0.945205479452055,0.415384615384615,-0.158246205216283,2.07295004275206,0.95735191876789,1362
"1","5","FGF1","FGF1","CD44","CD44",1,0.194915254237288,-0.410086725896121,2.32431070641141,0.957111990257647,1363
"7","1","ANXA1","ANXA1","GRM7","GRM7",0.533898305084746,1,1.61331705873212,0.300666505573426,0.956991782152774,1364
"5","5","EFEMP2","EFEMP2","PLSCR4","PLSCR4",0.813333333333333,0.826666666666667,0.609844920365247,1.30402407619987,0.95693449828256,1365
"5","2","IL6","IL6","FCGR3B","FCGR3B",0.303571428571429,0.973333333333333,1.50558955029151,0.406737303202866,0.956163426747186,1366
"5","7","TNC","TNC","PTPRZ1","PTPRZ1",1,1,1.56814031135561,0.343397042930473,0.955768677143042,1367
"3","5","BMP5","BMP5","ACVR2B_BMPR1A","ACVR2B",0.786666666666667,0.877777777777778,1.65399049157616,0.256717678331042,0.955354084953601,1368
"5","8","LTF","LTF","AGER","AGER",0.257142857142857,0.506666666666667,1.02998689997086,0.880177312388,0.955082106179427,1369
"5","7","C3","C3","GRM7","GRM7",0.892307692307692,1,2.08480732526936,-0.174778995224876,0.955014165022242,1370
"7","4","LAMC1","LAMC1","ITGA3_ITGB1","ITGB1",0.954545454545455,0.984615384615385,1.84328209519535,0.0663180020700029,0.954800048632677,1371
"3","6","EFNA5","EFNA5","EPHA3","EPHA3",0.945205479452055,0.766666666666667,-0.163440019364855,2.07295004275206,0.954755011693605,1372
"2","5","PLG","PLG","F3","F3",1,0.928571428571429,0.0484533723834836,1.86067322532007,0.954563298851778,1373
"3","5","GNAI2","GNAI2","S1PR1","S1PR1",0.893333333333333,0.8,0.059288725238472,1.84981990418937,0.95455431471392,1374
"8","5","NPS","NPS","RAMP3","RAMP3",0.666666666666667,0.171428571428571,0.409526513724255,1.49914853655052,0.954337525137389,1375
"0","1","FGB","FGB","CDH5","CDH5",0.855932203389831,0.572093023255814,0.0506811733293196,1.85779128220631,0.954236227767817,1376
"4","7","WNT11","WNT11","FZD6","FZD6",0.923076923076923,0.375,0.0124436951622725,1.8958226027357,0.954133148948984,1377
"2","1","PTN","PTN","SDC3","SDC3",0.923728813559322,0.991071428571429,0.176026878294878,1.73172779248458,0.953877335389728,1378
"3","5","FABP5","FABP5","RXRA","RXRA",0.693333333333333,0.988888888888889,1.98545356513394,-0.0778434646615618,0.953805050236192,1379
"5","4","THBS2","THBS2","CD36","CD36",0.954545454545455,0.933333333333333,1.4425219208542,0.464923814720137,0.953722867787169,1380
"3","8","BMP5","BMP5","ACVR2B_BMPR1B","ACVR2B",0.857142857142857,0.877777777777778,1.65399049157616,0.253193290535639,0.953591891055899,1381
"7","4","LAMC1","LAMC1","ITGA9_ITGB1","ITGB1",0.568181818181818,0.984615384615385,1.84328209519535,0.0637173812678749,0.953499738231613,1382
"7","5","LAMC1","LAMC1","ITGA3_ITGB1","ITGB1",0.946666666666667,0.984615384615385,1.84328209519535,0.0636942863423773,0.953488190768864,1383
"5","5","ADM","ADM","RAMP3","RAMP3",0.666666666666667,0.72,0.406901314312281,1.49914853655052,0.953024925431402,1384
"2","1","CALM1","CALM1","OPRM1","OPRM1",0.813559322033898,1,0.81926933095957,1.08646337227882,0.952866351619195,1385
"2","1","ANGPTL4","ANGPTL4","CDH5","CDH5",0.855932203389831,0.839285714285714,0.0478891297140844,1.85779128220631,0.952840205960199,1386
"0","7","MDK","MDK","SDC2","SDC2",0.923076923076923,0.818604651162791,0.537543498776187,1.36766922105212,0.952606359914151,1387
"7","4","ANXA1","ANXA1","DYSF","DYSF",0.511363636363636,1,1.61331705873212,0.291645422601126,0.952481240666624,1388
"7","1","SEMA3A","SEMA3A","NRP1_PLXNA2","NRP1",0.406779661016949,1,2.26166881376377,-0.357002139364483,0.952333337199641,1389
"5","8","SAA1","SAA1","ADRA2A","ADRA2A",0.2,0.946666666666667,1.56726268226381,0.336816487970489,0.952039585117151,1390
"5","7","HBEGF","HBEGF","CD9","CD9",1,0.52,0.410572904593893,1.49317873631112,0.951875820452508,1391
"1","4","FGF18","FGF18","FGFR3","FGFR3",0.545454545454545,0.838983050847458,1.77470284139895,0.128908069590435,0.951805455494695,1392
"7","5","LAMC1","LAMC1","ITGA2_ITGB1","ITGB1",0.92,0.984615384615385,1.84328209519535,0.0602515804689845,0.951766837832168,1393
"3","2","AGT","AGT","MAS1","MAS1",0.928571428571429,1,1.81201973694353,0.0913756704252933,0.95169770368441,1394
"5","3","CXCL10","CXCL10","SDC4","SDC4",0.866666666666667,0.413333333333333,1.02870658495591,0.874660042804705,0.951683313880307,1395
"5","6","FN1","FN1","ITGA3_ITGB1","ITGA3",0.917808219178082,1,1.73605843858543,0.1666286594118,0.951343548998615,1396
"5","0","C3","C3","NRP1","NRP1",0.846511627906977,1,2.08480732526936,-0.185374169520008,0.949716577874676,1397
"3","4","BMP5","BMP5","ACVR2B_BMPR1A","ACVR2B",0.943181818181818,0.877777777777778,1.65399049157616,0.245117994403426,0.949554242989793,1398
"1","2","PDGFA","PDGFA","PDGFRB","PDGFRB",0.633928571428571,0.949152542372881,1.42880025622378,0.470224060517465,0.949512158370623,1399
"6","6","COL2A1","COL2A1","ITGA2_ITGB1","ITGA2",0.931506849315068,0.808219178082192,1.61385631377849,0.285148713077344,0.949502513427916,1400
"8","5","SPP1","SPP1","S1PR1","S1PR1",0.893333333333333,0.914285714285714,0.0480371356602864,1.84981990418937,0.948928519924827,1401
"8","8","HAS2","HAS2","HMMR","HMMR",0.885714285714286,0.8,0.00478462346781266,1.89267135870149,0.948727991084651,1402
"7","7","LAMB1","LAMB1","ITGA2_ITGB1","ITGA2",0.907692307692308,1,1.37603519108253,0.520998451200465,0.948516821141499,1403
"5","7","FN1","FN1","SDC1","SDC1",0.430769230769231,1,1.73605843858543,0.159945216902854,0.948001827744142,1404
"5","4","CCN1","CCN1","ITGAM","ITGAM",0.852272727272727,0.813333333333333,1.60767049922597,0.288191389577162,0.947930944401567,1405
"5","5","VCAM1","VCAM1","ITGAD_ITGB2","ITGB2",0.306666666666667,0.946666666666667,2.09107738078012,-0.195323883532836,0.94787674862364,1406
"7","2","PTN","PTN","PTPRS","PTPRS",0.973214285714286,1,1.43030919109949,0.465315798198558,0.947812494649026,1407
"6","4","MEGF10","MEGF10","ABCA1","ABCA1",0.977272727272727,0.849315068493151,0.916596599477464,0.977173491934891,0.946885045706177,1408
"5","8","C3","C3","GRM7","GRM7",0.8,1,2.08480732526936,-0.191088297198992,0.946859514035184,1409
"5","6","FN1","FN1","ITGA2","ITGA2",0.931506849315068,1,1.73605843858543,0.157494124583988,0.946776281584709,1410
"1","7","FGF8","FGF8","FGFR1","FGFR1",0.984615384615385,0.822033898305085,1.54512979142126,0.348417307359923,0.94677354939059,1411
"5","6","NAMPT","NAMPT","ADORA2A","ADORA2A",0.780821917808219,1,1.74139745398485,0.151968358181733,0.946682906083291,1412
"6","6","L1CAM","L1CAM","ERBB3","ERBB3",0.958904109589041,0.493150684931507,0.245389659983146,1.64790600596743,0.946647832975286,1413
"0","5","ADAM10","ADAM10","CD44","CD44",1,0.902325581395349,-0.431304577851977,2.32431070641141,0.946503064279719,1414
"5","2","S100A10","S100A10","HTR1B","HTR1B",0.142857142857143,0.973333333333333,1.5178866089616,0.375115293644276,0.946500951302939,1415
"0","5","F7","F7","F3","F3",1,0.46046511627907,0.0320541950290758,1.86067322532007,0.946363710174575,1416
"2","7","CSF2","CSF2","SDC2","SDC2",0.923076923076923,0.25,0.525025361298637,1.36766922105212,0.946347291175376,1417
"0","5","LAMB1","LAMB1","CD44","CD44",1,0.87906976744186,-0.431650279866701,2.32431070641141,0.946330213272357,1418
"7","2","ANXA1","ANXA1","ADRA2A","ADRA2A",0.1875,1,1.61331705873212,0.278890978580622,0.946104018656372,1419
"7","2","ADAM10","ADAM10","AXL","AXL",0.928571428571429,1,0.788781832607603,1.10306048607928,0.945921159343443,1420
"5","0","VCAM1","VCAM1","ITGA4_ITGB1","ITGB1",0.27906976744186,0.946666666666667,2.09107738078012,-0.200726774767584,0.945175303006266,1421
"5","3","C3","C3","MTNR1A","MTNR1A",1,1,2.08480732526936,-0.194627672192794,0.945089826538283,1422
"5","6","ADAM9","ADAM9","ITGB5","ITGB5",0.917808219178082,1,0.637902989390185,1.25133867259467,0.944620830992429,1423
"1","7","GPC3","GPC3","TNFRSF11B","TNFRSF11B",0.923076923076923,0.796610169491525,1.06172126283596,0.827442106624852,0.944581684730406,1424
"5","3","FN1","FN1","ITGA8_ITGB1","ITGA8",0.644444444444444,1,1.73605843858543,0.153031806269972,0.944545122427701,1425
"4","5","SPP1","SPP1","S1PR1","S1PR1",0.893333333333333,1,0.0385813565428458,1.84981990418937,0.944200630366107,1426
"5","2","PLTP","PLTP","ABCA1","ABCA1",0.955357142857143,0.973333333333333,1.29179769732427,0.59618347843695,0.943990587880611,1427
"2","7","SLIT1","SLIT1","FLRT3","FLRT3",1,0.660714285714286,-0.259293315432967,2.14725077092774,0.943978727747387,1428
"8","5","F10","F10","F3","F3",1,0.142857142857143,0.0270969578083174,1.86067322532007,0.943885091564195,1429
"5","6","THBS2","THBS2","SDC1","SDC1",0.383561643835616,0.933333333333333,1.4425219208542,0.444964529095996,0.943743224975098,1430
"2","5","SEMA6A","SEMA6A","PLXNA4","PLXNA4",0.946666666666667,0.964285714285714,0.614328772108192,1.27292232708367,0.943625549595929,1431
"5","8","BGN","BGN","TLR4","TLR4",0.942857142857143,0.92,1.85770140654715,0.029501415808705,0.94360141117793,1432
"5","3","TCN2","TCN2","CNR1","CNR1",0.888888888888889,0.986666666666667,0.474159691645941,1.41302168921215,0.943590690429047,1433
"7","3","ADAM10","ADAM10","NRCAM","NRCAM",1,1,0.788781832607603,1.09807540998084,0.943428621294223,1434
"1","1","IGF2","IGF2","ITGAV_ITGB3","ITGAV",0.389830508474576,0.915254237288136,1.95482786962507,-0.0679943200819304,0.94341677477157,1435
"3","5","LAMA4","LAMA4","CD44","CD44",1,0.922222222222222,-0.437535842239691,2.32431070641141,0.943387432085862,1436
"1","8","IGF2","IGF2","ITGAV_ITGB3","ITGB3",0.857142857142857,0.915254237288136,1.95482786962507,-0.0680811366416653,0.943373366491702,1437
"5","6","FN1","FN1","FLT4","FLT4",0.452054794520548,1,1.73605843858543,0.150554997019363,0.943306717802396,1438
"6","1","FGA","FGA","CDH5","CDH5",0.855932203389831,0.205479452054795,0.0287404456615553,1.85779128220631,0.943265863933935,1439
"1","4","FGF18","FGF18","FGFR4","FGFR4",0.386363636363636,0.838983050847458,1.77470284139895,0.111783582301201,0.943243211850077,1440
"3","0","AGT","AGT","MTNR1A","MTNR1A",0.906976744186046,1,1.81201973694353,0.0744565266575325,0.94323813180053,1441
"5","3","CXCL10","CXCL10","DPP4","DPP4",0.955555555555556,0.413333333333333,1.02870658495591,0.857538461289633,0.943122523122771,1442
"3","7","COL1A2","COL1A2","CD44","CD44",0.969230769230769,0.988888888888889,1.52112378140564,0.364869678066195,0.942996729735916,1443
"5","5","ICAM1","ICAM1","CAV1","CAV1",0.92,0.626666666666667,0.861503055591361,1.02396930808802,0.942736181839688,1444
"5","6","NRG3","NRG3","ERBB3","ERBB3",0.958904109589041,0.533333333333333,0.237539478755461,1.64790600596743,0.942722742361444,1445
"3","4","AGT","AGT","ENPEP","ENPEP",0.829545454545455,1,1.81201973694353,0.0731392431425226,0.942579490043025,1446
"3","2","AGT","AGT","GRM7","GRM7",0.883928571428571,1,1.81201973694353,0.0728834577184964,0.942451597331012,1447
"5","4","CCN1","CCN1","TLR2","TLR2",0.897727272727273,0.813333333333333,1.60767049922597,0.277232598646398,0.942451548936185,1448
"5","2","IL6","IL6","F3","F3",0.946428571428571,0.973333333333333,1.50558955029151,0.379280463810915,0.942435007051211,1449
"3","6","AGT","AGT","AGTR1","AGTR1",0.301369863013699,1,1.81201973694353,0.0715599622605111,0.941789849602019,1450
"3","4","AGT","AGT","ADRA2A","ADRA2A",0.147727272727273,1,1.81201973694353,0.0712761257993699,0.941647931371449,1451
"4","2","ADM","ADM","RAMP1","RAMP1",0.955357142857143,0.693181818181818,0.78627545009156,1.09665404771507,0.941464748903313,1452
"5","2","CXCL8","CXCL8","KDR","KDR",0.446428571428571,0.653333333333333,1.2585525418174,0.623304063710256,0.94092830276383,1453
"1","1","IGF2","IGF2","ITGA6_ITGB4","ITGA6",0.135593220338983,0.915254237288136,1.95482786962507,-0.0732870298201371,0.940770419902466,1454
"5","2","VCAN","VCAN","EGFR","EGFR",1,0.986666666666667,0.866069227359118,1.0152941159269,0.940681671643008,1455
"6","5","VEGFA","VEGFA","CD44","CD44",1,0.863013698630137,-0.443449268439575,2.32431070641141,0.94043071898592,1456
"7","4","ANXA1","ANXA1","GRM7","GRM7",0.954545454545455,1,1.61331705873212,0.267053628373008,0.940185343552565,1457
"5","4","FN1","FN1","DPP4","DPP4",0.965909090909091,1,1.73605843858543,0.142310068586654,0.939184253586042,1458
"5","4","FN1","FN1","FLT4","FLT4",0.431818181818182,1,1.73605843858543,0.142041905328629,0.93905017195703,1459
"0","1","PSPN","PSPN","SDC3","SDC3",0.923728813559322,0.744186046511628,0.145888036220235,1.73172779248458,0.938807914352406,1460
"7","5","LAMA2","LAMA2","CD44","CD44",1,0.938461538461538,-0.446712173448505,2.32431070641141,0.938799266481455,1461
"4","5","ANGPTL4","ANGPTL4","CDH11","CDH11",0.973333333333333,0.931818181818182,0.581432455699602,1.29589864225585,0.938665548977728,1462
"6","1","COL2A1","COL2A1","ITGA11_ITGB1","ITGB1",0.703389830508475,0.808219178082192,1.61385631377849,0.263090971981556,0.938473642880022,1463
"3","3","BMP5","BMP5","ACVR2A_BMPR1B","BMPR1B",0.777777777777778,0.877777777777778,1.65399049157616,0.222866312308543,0.938428401942351,1464
"5","2","ICAM1","ICAM1","EGFR","EGFR",1,0.626666666666667,0.861503055591361,1.0152941159269,0.93839858575913,1465
"1","6","IGF2","IGF2","IGF1R","IGF1R",0.917808219178082,0.915254237288136,1.95482786962507,-0.0782178210998944,0.938305024262588,1466
"6","8","HMGB1","HMGB1","AGER","AGER",0.257142857142857,1,0.996324682987615,0.880177312388,0.938250997687808,1467
"1","5","VEGFA","VEGFA","CD44","CD44",1,0.211864406779661,-0.447837185121726,2.32431070641141,0.938236760644844,1468
"3","3","AGT","AGT","MAS1","MAS1",0.911111111111111,1,1.81201973694353,0.0643129098765428,0.938166323410035,1469
"7","6","L1CAM","L1CAM","ERBB3","ERBB3",0.958904109589041,0.430769230769231,0.228340175130136,1.64790600596743,0.938123090548782,1470
"3","3","COL1A2","COL1A2","ITGA9_ITGB1","ITGA9",0.366666666666667,0.988888888888889,1.52112378140564,0.354967465997178,0.938045623701408,1471
"5","8","IL6","IL6","F3","F3",0.914285714285714,0.973333333333333,1.50558955029151,0.37000959516595,0.937799572728728,1472
"7","6","PTN","PTN","SDC1","SDC1",0.383561643835616,1,1.43030919109949,0.444964529095996,0.937636860097745,1473
"7","8","GSTP1","GSTP1","EGFR","EGFR",0.971428571428571,1,0.985704311566599,0.889531500115252,0.937617905840926,1474
"1","0","IGF2","IGF2","ITGAV_ITGB3","ITGAV",0.767441860465116,0.915254237288136,1.95482786962507,-0.079852610520503,0.937487629552283,1475
"6","7","LGALS1","LGALS1","ITGB1","ITGB1",1,0.972602739726027,0.567116107792606,1.30780764363557,0.937461875714086,1476
"6","3","LAMA4","LAMA4","ITGA7_ITGB1","ITGB1",0.988888888888889,0.958904109589041,1.17889225069957,0.695988522700103,0.937440386699836,1477
"4","7","SFRP1","SFRP1","FZD6","FZD6",0.923076923076923,0.193181818181818,-0.0211227773826738,1.8958226027357,0.937349912676511,1478
"5","8","BGN","BGN","TLR2","TLR2",0.828571428571429,0.92,1.85770140654715,0.0165487628178222,0.937125084682488,1479
"1","1","ANGPTL4","ANGPTL4","CDH5","CDH5",0.855932203389831,0.322033898305085,0.0163013700854495,1.85779128220631,0.937046326145882,1480
"1","2","IGF2","IGF2","ITGA6_ITGB4","ITGA6",0.5,0.915254237288136,1.95482786962507,-0.0817487803605312,0.936539544632269,1481
"5","3","A2M","A2M","LRP1","LRP1",0.977777777777778,0.986666666666667,1.95891642907577,-0.0858467268508664,0.936534851112451,1482
"0","1","PTN","PTN","SDC3","SDC3",0.923728813559322,1,0.141169179941703,1.73172779248458,0.93644848621314,1483
"8","7","CTHRC1","CTHRC1","FZD6","FZD6",0.923076923076923,0.228571428571429,-0.0231229498838412,1.8958226027357,0.936349826425927,1484
"6","3","COL2A1","COL2A1","ITGA3_ITGB1","ITGA3",0.966666666666667,0.808219178082192,1.61385631377849,0.258435474895124,0.936145894336806,1485
"7","5","COL9A1","COL9A1","CD44","CD44",1,0.938461538461538,-0.452420359451959,2.32431070641141,0.935945173479728,1486
"7","5","ANXA1","ANXA1","DYSF","DYSF",0.386666666666667,1,1.61331705873212,0.258364572079482,0.935840815405802,1487
"8","1","EFNA5","EFNA5","EPHA10","EPHA10",0.703389830508475,0.857142857142857,0.847380301463368,1.02395739534459,0.93566884840398,1488
"2","7","SFRP1","SFRP1","FZD6","FZD6",0.923076923076923,0.401785714285714,-0.0246911028643845,1.8958226027357,0.935565749935655,1489
"1","8","FGF18","FGF18","FGFR3","FGFR3",0.457142857142857,0.838983050847458,1.77470284139895,0.096151870131026,0.93542735576499,1490
"5","7","C3","C3","CR1","CR1",0.907692307692308,1,2.08480732526936,-0.214070085009909,0.935368620129725,1491
"5","4","FN1","FN1","TNFRSF11B","TNFRSF11B",0.909090909090909,1,1.73605843858543,0.134506857961002,0.935282648273216,1492
"3","6","COL1A2","COL1A2","ITGA9_ITGB1","ITGA9",0.684931506849315,0.988888888888889,1.52112378140564,0.349072130280528,0.935097955843083,1493
"7","2","PTN","PTN","NCL","NCL",1,1,1.43030919109949,0.439848816961274,0.935079004030384,1494
"5","4","TGFB2","TGFB2","ENG","ENG",0.670454545454545,0.906666666666667,1.38281207658112,0.487318952056087,0.935065514318605,1495
"4","8","TNFSF13B","TNFSF13B","TNFRSF13C","TNFRSF13C",1,0.363636363636364,0.118792395205087,1.75103371844672,0.934913056825906,1496
"0","5","PLG","PLG","F3","F3",1,0.646511627906977,0.00898812369539404,1.86067322532007,0.934830674507734,1497
"7","8","LAMC1","LAMC1","ITGA9_ITGB1","ITGB1",0.485714285714286,0.984615384615385,1.84328209519535,0.0263525355583291,0.93481731537684,1498
"7","1","NCAN","NCAN","SDC3","SDC3",0.923728813559322,0.892307692307692,0.137852159987864,1.73172779248458,0.934789976236221,1499
"5","5","VCAN","VCAN","SELL","SELL",0.573333333333333,0.986666666666667,0.866069227359118,1.00236547100943,0.934217349184274,1500
"7","3","LAMB1","LAMB1","ITGAV_ITGB8","ITGAV",1,1,1.37603519108253,0.491903980206868,0.933969585644701,1501
"5","1","SAA1","SAA1","GRM7","GRM7",0.533898305084746,0.946666666666667,1.56726268226381,0.300666505573426,0.93396459391862,1502
"1","7","IZUMO1","IZUMO1","CD9","CD9",1,0.347457627118644,0.374673473909459,1.49317873631112,0.933926105110291,1503
"1","6","EGF","EGF","ERBB3","ERBB3",0.958904109589041,0.593220338983051,0.219732978089022,1.64790600596743,0.933819492028224,1504
"5","4","ANXA1","ANXA1","MTNR1A","MTNR1A",0.988636363636364,1,1.25896657462282,0.608421049569546,0.933693812096182,1505
"8","4","HMGB1","HMGB1","TLR9","TLR9",0.125,1,1.37893714638086,0.488096016976171,0.933516581678516,1506
"5","4","CXCL8","CXCL8","MTNR1A","MTNR1A",0.988636363636364,0.653333333333333,1.2585525418174,0.608421049569546,0.933486795693474,1507
"7","7","WNT11","WNT11","FZD6","FZD6",0.923076923076923,0.276923076923077,-0.0292168206889183,1.8958226027357,0.933302891023389,1508
"1","5","IGF2","IGF2","ITGAV_ITGB3","ITGB3",0.946666666666667,0.915254237288136,1.95482786962507,-0.0883740514438433,0.933226909090613,1509
"7","1","FGA","FGA","CDH5","CDH5",0.855932203389831,0.246153846153846,0.00823421185804225,1.85779128220631,0.933012747032178,1510
"7","7","SEMA3A","SEMA3A","NRP2","NRP2",0.953846153846154,1,2.26166881376377,-0.396347372153458,0.932660720805154,1511
"1","5","LAMC1","LAMC1","CD44","CD44",1,0.288135593220339,-0.459022389792482,2.32431070641141,0.932644158309466,1512
"5","1","NTN1","NTN1","UNC5B","UNC5B",0.932203389830508,0.466666666666667,-0.030244870112107,1.89508247738939,0.93241880363864,1513
"6","1","NCAN","NCAN","SDC3","SDC3",0.923728813559322,0.89041095890411,0.133062109982231,1.73172779248458,0.932394951233404,1514
"5","3","C3","C3","GRM7","GRM7",0.911111111111111,1,2.08480732526936,-0.220534375707299,0.932136474781031,1515
"7","7","LAMB1","LAMB1","ITGA3_ITGB1","ITGA3",0.953846153846154,1,1.37603519108253,0.487955849779451,0.931995520430992,1516
"5","0","VCAM1","VCAM1","ITGA9_ITGB1","ITGB1",0.269767441860465,0.946666666666667,2.09107738078012,-0.228532212845263,0.931272583967426,1517
"2","5","CRH","CRH","RAMP3","RAMP3",0.666666666666667,0.205357142857143,0.36324663715984,1.49914853655052,0.931197586855182,1518
"7","7","LAMA4","LAMA4","ITGA6_ITGB1","ITGA6",0.646153846153846,0.969230769230769,0.928391227158279,0.933949042976843,0.931170135067561,1519
"5","5","VCAM1","VCAM1","ITGA4_ITGB7","ITGA4",0.16,0.946666666666667,2.09107738078012,-0.22946089274127,0.930808244019423,1520
"1","2","FGF23","FGF23","FGFR3","FGFR3",0.5625,0.923728813559322,1.58284579967405,0.277803095050204,0.930324447362125,1521
"5","5","FN1","FN1","ITGA2","ITGA2",0.92,1,1.73605843858543,0.124141560568364,0.930099999576897,1522
"4","6","ICAM4","ICAM4","ITGA4","ITGA4",0.794520547945205,0.818181818181818,0.47995975286404,1.38023045257384,0.930095102718937,1523
"3","1","ANGPTL4","ANGPTL4","CDH5","CDH5",0.855932203389831,0.866666666666667,0.00225839748368046,1.85779128220631,0.930024839844998,1524
"3","7","HGF","HGF","ITGB1","ITGB1",1,0.611111111111111,0.552154573662016,1.30780764363557,0.929981108648791,1525
"3","2","SPP1","SPP1","ITGAV_ITGB6","ITGB6",0.732142857142857,1,1.48817066677623,0.371133859541473,0.92965226315885,1526
"3","3","HGF","HGF","NRP1","NRP1",1,0.611111111111111,0.552154573662016,1.30713750139481,0.929646037528415,1527
"3","1","MDK","MDK","SDC3","SDC3",0.923728813559322,0.833333333333333,0.127380939529105,1.73172779248458,0.929554366006841,1528
"5","4","HLA-DRB1","HLA-DRB1","CD4","CD4",0.681818181818182,0.746666666666667,1.56470896613464,0.294395594019439,0.929552280077039,1529
"3","1","FAM3C","FAM3C","FFAR2","FFAR2",0.889830508474576,0.777777777777778,0.10801825656917,1.7510541283098,0.929536192439483,1530
"5","5","THBS1","THBS1","SDC4","SDC4",0.92,0.746666666666667,0.7780213446868,1.0807329189817,0.929377131834249,1531
"1","5","LAMB2","LAMB2","CD44","CD44",1,0.144067796610169,-0.465768581379891,2.32431070641141,0.929271062515762,1532
"2","4","EFNA5","EFNA5","EPHA6","EPHA6",0.954545454545455,0.964285714285714,1.40702335992976,0.45141279297606,0.929218076452911,1533
"8","6","VCAN","VCAN","ITGA4","ITGA4",0.794520547945205,1,0.478053040270156,1.38023045257384,0.929141746421996,1534
"5","4","IL6","IL6","MUSK","MUSK",0.909090909090909,0.973333333333333,1.50558955029151,0.352607659231928,0.929098604761717,1535
"6","6","EFNA2","EFNA2","EPHA3","EPHA3",0.945205479452055,0.534246575342466,-0.214976097158577,2.07295004275206,0.928986972796744,1536
"5","6","SORBS1","SORBS1","ITGB5","ITGB5",0.917808219178082,0.986666666666667,0.606510392997967,1.25133867259467,0.928924532796321,1537
"5","7","C3","C3","CD19","CD19",0.461538461538462,1,2.08480732526936,-0.227007128354285,0.928900098457537,1538
"3","1","FGB","FGB","CDH5","CDH5",0.855932203389831,0.788888888888889,-0.00033338197279146,1.85779128220631,0.928728950116761,1539
"5","7","LTF","LTF","TNFRSF11B","TNFRSF11B",0.923076923076923,0.506666666666667,1.02998689997086,0.827442106624852,0.928714503297854,1540
"6","7","LAMB1","LAMB1","ITGA6_ITGB1","ITGA6",0.646153846153846,0.986301369863014,0.923184551448952,0.933949042976843,0.928566797212898,1541
"5","8","FN1","FN1","SDC2","SDC2",0.485714285714286,1,1.73605843858543,0.121031696089729,0.92854506733758,1542
"4","0","VEGFA","VEGFA","EGFR","EGFR",0.976744186046512,0.965909090909091,1.32229485424348,0.534277601735459,0.92828622798947,1543
"2","4","FGF1","FGF1","FGFR2","FGFR2",0.965909090909091,0.946428571428571,1.16599741601083,0.690407683412906,0.928202549711866,1544
"7","6","EFNA2","EFNA2","EPHA3","EPHA3",0.945205479452055,0.646153846153846,-0.216614447856917,2.07295004275206,0.928167797447573,1545
"5","7","COL4A6","COL4A6","ITGA10_ITGB1","ITGA10",0.907692307692308,0.586666666666667,1.08545044709691,0.770451908120671,0.927951177608792,1546
"3","5","PLG","PLG","F3","F3",1,0.933333333333333,-0.00543841593900051,1.86067322532007,0.927617404690536,1547
"5","1","CCL3","CCL3","CCR4","CCR4",0.830508474576271,0.106666666666667,0.308885515379452,1.54633219236617,0.927608853872812,1548
"1","5","LAMA4","LAMA4","CD44","CD44",1,0.550847457627119,-0.470222935316204,2.32431070641141,0.927043885547605,1549
"2","6","EFNA2","EFNA2","EPHA3","EPHA3",0.945205479452055,0.5,-0.219194781341621,2.07295004275206,0.926877630705221,1550
"5","6","FN1","FN1","ITGA2B_ITGB3","ITGA2B",0.520547945205479,1,1.73605843858543,0.117536648346599,0.926797543466015,1551
